"date_reported","type","ctar","id_ctar","distcode","commcode","known_cat1","source","no_patients"
2017-02-11,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-02-12,"new","Moramanga",8,"MG33314","MG33314210",0,"Moramanga",1
2017-02-13,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-02-14,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",2
2017-02-14,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",2
2017-02-15,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-02-16,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",1
2017-02-17,"new","Moramanga",8,"MG33314","MG33314150",0,"Moramanga",2
2017-02-17,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-02-18,"new","Moramanga",8,"MG33314","MG33314270",0,"Moramanga",1
2017-02-20,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-02-20,"new","Moramanga",8,"MG33314","MG33314291",0,"Moramanga",1
2017-02-20,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-02-21,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-02-22,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-02-22,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-02-23,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-02-24,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-02-25,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-02-25,"new","Moramanga",8,"MG33314","MG33314210",0,"Moramanga",1
2017-02-27,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-02-27,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-02-28,"new","Moramanga",8,"MG33314","MG33314092",0,"Moramanga",1
2017-02-28,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-02-28,"new","Moramanga",8,"MG33317","MG33317011",0,"Moramanga",1
2017-03-01,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-03-01,"new","Moramanga",8,"MG33314","MG33314170",0,"Moramanga",1
2017-03-02,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-03-06,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-03-06,"new","Moramanga",8,"MG33314","MG33314270",0,"Moramanga",1
2017-03-09,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-03-10,"new","Moramanga",8,"MG31307","MG31307010",0,"Moramanga",1
2017-03-10,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-03-11,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-03-13,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-03-13,"new","Moramanga",8,"MG33314","MG33314010",1,"Moramanga",1
2017-03-13,"new","Moramanga",8,"MG33314","MG33314330",1,"Moramanga",1
2017-03-14,"new","Moramanga",8,"MG31307","MG31307131",0,"Moramanga",1
2017-03-14,"transfer","Moramanga",8,"MG31307","MG31307131",0,"Moramanga",1
2017-03-15,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-03-15,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",1
2017-03-15,"new","Moramanga",8,"MG33314","MG33314291",0,"Moramanga",1
2017-03-15,"new","Moramanga",8,"MG33314","MG33314330",0,"Moramanga",1
2017-03-15,"new","Moramanga",8,"MG33314","MG33314330",1,"Moramanga",8
2017-03-16,"new","Moramanga",8,"MG33314","MG33314190",0,"Moramanga",1
2017-03-16,"new","Moramanga",8,"MG33314","MG33314330",1,"Moramanga",4
2017-03-17,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-03-17,"new","Moramanga",8,"MG33314","MG33314330",0,"Moramanga",1
2017-03-17,"new","Moramanga",8,"MG33314","MG33314330",1,"Moramanga",25
2017-03-18,"new","Moramanga",8,"MG33314","MG33314010",1,"Moramanga",2
2017-03-20,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-03-20,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-03-20,"new","Moramanga",8,"MG33314","MG33314110",1,"Moramanga",1
2017-03-21,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-03-22,"new","Moramanga",8,"MG33314","MG33314010",1,"Moramanga",1
2017-03-22,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-03-23,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-03-23,"new","Moramanga",8,"MG33314","MG33314170",0,"Moramanga",1
2017-03-23,"new","Moramanga",8,"MG33317","MG33317011",0,"Moramanga",1
2017-03-24,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-03-24,"new","Moramanga",8,"MG33314","MG33314050",0,"Moramanga",1
2017-03-24,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",1
2017-03-25,"new","Moramanga",8,"MG33314","MG33314270",0,"Moramanga",1
2017-03-26,"new","Moramanga",8,"MG33314","MG33314230",0,"Moramanga",1
2017-03-26,"new","Moramanga",8,"MG33314","MG33314330",0,"Moramanga",1
2017-03-26,"new","Moramanga",8,"MG33317","MG33317011",0,"Moramanga",1
2017-03-28,"new","Moramanga",8,"MG33314","MG33314070",0,"Moramanga",1
2017-03-28,"transfer","Moramanga",8,"MG33312","MG33312011",0,"Moramanga",1
2017-03-29,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-03-30,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",6
2017-03-31,"new","Moramanga",8,"MG33314","MG33314070",0,"Moramanga",1
2017-03-31,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-04-02,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-04-03,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-04-03,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-04-03,"new","Moramanga",8,"MG33314","MG33314270",0,"Moramanga",1
2017-04-05,"new","Moramanga",8,"MG33313","MG33313152",0,"Moramanga",1
2017-04-05,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-04-05,"new","Moramanga",8,"MG33314","MG33314130",0,"Moramanga",1
2017-04-05,"new","Moramanga",8,"MG33317","MG33317011",0,"Moramanga",1
2017-04-05,"transfer","Moramanga",8,"MG31306","MG31306010",0,"Moramanga",1
2017-04-06,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-04-06,"new","Moramanga",8,"MG33314","MG33314270",0,"Moramanga",1
2017-04-07,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-04-07,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",1
2017-04-08,"new","Moramanga",8,"MG33313","MG33313010",0,"Moramanga",2
2017-04-09,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-04-09,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-04-10,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-04-16,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-04-17,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-04-18,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-04-19,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-04-20,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-04-20,"new","Moramanga",8,"MG33314","MG33314150",0,"Moramanga",1
2017-04-21,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-04-22,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-04-22,"new","Moramanga",8,"MG33317","MG33317011",0,"Moramanga",2
2017-04-24,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-04-25,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-04-25,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-04-26,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-04-27,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",3
2017-04-27,"new","Moramanga",8,"MG33314","MG33314270",0,"Moramanga",2
2017-04-29,"new","Moramanga",8,"MG33314","MG33314310",0,"Moramanga",1
2017-04-30,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-05-01,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-05-02,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-05-02,"new","Moramanga",8,"MG33314","MG33314130",0,"Moramanga",1
2017-05-04,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-05-04,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-05-05,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-05-05,"new","Moramanga",8,"MG33314","MG33314030",1,"Moramanga",2
2017-05-06,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-05-06,"new","Moramanga",8,"MG33316","MG33316011",0,"Moramanga",1
2017-05-07,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-05-08,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-05-08,"new","Moramanga",8,"MG33314","MG33314110",1,"Moramanga",1
2017-05-09,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-05-10,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-05-10,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-05-12,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-05-12,"new","Moramanga",8,"MG33314","MG33314030",1,"Moramanga",5
2017-05-12,"new","Moramanga",8,"MG33317","MG33317011",1,"Moramanga",2
2017-05-12,"new","Moramanga",8,"MG33317","MG33317031",0,"Moramanga",1
2017-05-15,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-05-20,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-05-21,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-05-22,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-05-23,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-05-26,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-05-28,"new","Moramanga",8,"MG33317","MG33317051",0,"Moramanga",1
2017-05-29,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-05-30,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-05-30,"new","Moramanga",8,"MG33314","MG33314330",1,"Moramanga",6
2017-05-31,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-06-01,"new","Moramanga",8,"MG31307","MG31307010",0,"Moramanga",1
2017-06-01,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-06-03,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-06-03,"new","Moramanga",8,"MG33317","MG33317011",0,"Moramanga",1
2017-06-05,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-06-06,"new","Moramanga",8,"MG33314","MG33314050",0,"Moramanga",1
2017-06-06,"new","Moramanga",8,"MG33314","MG33314092",0,"Moramanga",1
2017-06-06,"new","Moramanga",8,"MG33314","MG33314092",1,"Moramanga",2
2017-06-06,"new","Moramanga",8,"MG33314","MG33314150",0,"Moramanga",2
2017-06-06,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-06-07,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-06-09,"new","Moramanga",8,"MG33314","MG33314010",1,"Moramanga",1
2017-06-10,"new","Moramanga",8,"MG33314","MG33314010",1,"Moramanga",5
2017-06-12,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-06-12,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-06-13,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-06-13,"new","Moramanga",8,"MG33314","MG33314010",1,"Moramanga",1
2017-06-14,"new","Moramanga",8,"MG33314","MG33314092",1,"Moramanga",1
2017-06-15,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-06-15,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-06-16,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-06-16,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-06-18,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-06-18,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-06-19,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-06-19,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",2
2017-06-19,"new","Moramanga",8,NA,NA,0,"Moramanga",1
2017-06-19,"transfer","Moramanga",8,NA,NA,0,"Moramanga",1
2017-06-20,"new","Moramanga",8,"MG33314","MG33314110",1,"Moramanga",2
2017-06-22,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-06-22,"new","Moramanga",8,"MG33314","MG33314050",0,"Moramanga",1
2017-06-23,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",4
2017-06-24,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-06-26,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-06-27,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-06-27,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-06-28,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-06-29,"new","Moramanga",8,"MG33314","MG33314150",0,"Moramanga",1
2017-06-30,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-06-30,"new","Moramanga",8,"MG33314","MG33314010",1,"Moramanga",2
2017-06-30,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-06-30,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-07-01,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-07-02,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-07-03,"new","Moramanga",8,"MG31306","MG31306252",0,"Moramanga",1
2017-07-04,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-07-05,"new","Moramanga",8,"MG33314","MG33314150",0,"Moramanga",1
2017-07-05,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-07-08,"new","Moramanga",8,"MG33314","MG33314310",0,"Moramanga",1
2017-07-10,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-07-10,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-07-11,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-07-12,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-07-12,"new","Moramanga",8,"MG33314","MG33314330",0,"Moramanga",1
2017-07-13,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-07-13,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-07-14,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-07-14,"new","Moramanga",8,"MG33314","MG33314270",0,"Moramanga",1
2017-07-17,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-07-17,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",2
2017-07-17,"new","Moramanga",8,"MG33314","MG33314170",0,"Moramanga",1
2017-07-19,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-07-19,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-07-19,"new","Moramanga",8,"MG33314","MG33314291",0,"Moramanga",3
2017-07-20,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-07-21,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-07-21,"transfer","Moramanga",8,"MG11101","MG11101001",0,"Moramanga",1
2017-07-21,"transfer","Moramanga",8,"MG11101","MG11101004",0,"Moramanga",1
2017-07-24,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",2
2017-07-25,"new","Moramanga",8,"MG11101","MG11101003",0,"Moramanga",1
2017-07-25,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",5
2017-07-26,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-07-27,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-07-28,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-07-28,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-07-29,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-07-30,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-07-30,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-07-31,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-08-01,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-08-01,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",2
2017-08-01,"new","Moramanga",8,"MG33314","MG33314330",0,"Moramanga",1
2017-08-01,"new","Moramanga",8,"MG33317","MG33317054",0,"Moramanga",2
2017-08-02,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",5
2017-08-02,"new","Moramanga",8,"MG33317","MG33317052",0,"Moramanga",1
2017-08-03,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-08-05,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",4
2017-08-05,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",2
2017-08-07,"transfer","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-08-08,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",4
2017-08-09,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",4
2017-08-11,"new","Moramanga",8,"MG33317","MG33317012",0,"Moramanga",1
2017-08-12,"new","Moramanga",8,"MG31301","MG31301002",0,"Moramanga",1
2017-08-12,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-08-12,"new","Moramanga",8,"MG33314","MG33314010",1,"Moramanga",1
2017-08-12,"new","Moramanga",8,"MG33314","MG33314030",1,"Moramanga",5
2017-08-12,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",2
2017-08-14,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-08-14,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-08-14,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",1
2017-08-15,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",5
2017-08-16,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-08-16,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",1
2017-08-17,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-08-17,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-08-19,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-08-20,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-08-21,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-08-21,"new","Moramanga",8,"MG33314","MG33314170",0,"Moramanga",1
2017-08-22,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-08-22,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-08-22,"new","Moramanga",8,"MG33314","MG33314092",0,"Moramanga",1
2017-08-23,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-08-23,"new","Moramanga",8,"MG33314","MG33314050",0,"Moramanga",1
2017-08-23,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",2
2017-08-24,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",4
2017-08-24,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-08-25,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-08-26,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-08-26,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-08-27,"new","Moramanga",8,"MG31307","MG31307010",0,"Moramanga",1
2017-08-28,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-08-28,"new","Moramanga",8,"MG33314","MG33314270",0,"Moramanga",3
2017-08-28,"transfer","Moramanga",8,NA,NA,0,"Moramanga",1
2017-08-29,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-08-29,"new","Moramanga",8,"MG33317","MG33317054",0,"Moramanga",1
2017-08-30,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-08-31,"new","Moramanga",8,"MG31306","MG31306252",0,"Moramanga",1
2017-08-31,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-09-01,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-09-01,"new","Moramanga",8,"MG33314","MG33314330",0,"Moramanga",1
2017-09-04,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",1
2017-09-06,"new","Moramanga",8,"MG33317","MG33317054",0,"Moramanga",1
2017-09-07,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-09-07,"new","Moramanga",8,"MG33314","MG33314330",0,"Moramanga",1
2017-09-08,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-09-08,"new","Moramanga",8,"MG33314","MG33314150",0,"Moramanga",1
2017-09-09,"new","Moramanga",8,"MG31306","MG31306252",0,"Moramanga",1
2017-09-09,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",1
2017-09-09,"new","Moramanga",8,"MG33317","MG33317011",0,"Moramanga",1
2017-09-11,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-09-11,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-09-11,"new","Moramanga",8,"MG33317","MG33317011",0,"Moramanga",2
2017-09-12,"new","Moramanga",8,"MG33317","MG33317053",0,"Moramanga",1
2017-09-13,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-09-14,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-09-14,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-09-15,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-09-15,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",1
2017-09-16,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-09-16,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-09-17,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-09-18,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-09-18,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-09-19,"new","Moramanga",8,"MG31306","MG31306251",0,"Moramanga",1
2017-09-19,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-09-19,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-09-22,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-09-23,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",4
2017-09-26,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-09-26,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-09-27,"new","Moramanga",8,"MG33317","MG33317011",0,"Moramanga",1
2017-09-28,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-09-29,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-09-30,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-10-01,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-10-01,"new","Moramanga",8,"MG33314","MG33314010",1,"Moramanga",1
2017-10-02,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-10-02,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-10-02,"new","Moramanga",8,"MG33314","MG33314150",0,"Moramanga",1
2017-10-02,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",1
2017-10-03,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-10-03,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-10-03,"new","Moramanga",8,"MG33317","MG33317011",0,"Moramanga",1
2017-10-04,"new","Moramanga",8,"MG31306","MG31306252",0,"Moramanga",1
2017-10-04,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-10-04,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-10-04,"new","Moramanga",8,"MG33314","MG33314270",0,"Moramanga",1
2017-10-05,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-10-05,"new","Moramanga",8,"MG33314","MG33314070",0,"Moramanga",1
2017-10-06,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
2017-10-06,"new","Moramanga",8,"MG33314","MG33314190",0,"Moramanga",1
2017-10-07,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-10-07,"new","Moramanga",8,"MG33314","MG33314070",0,"Moramanga",1
2017-10-08,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-10-09,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-10-10,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-10-10,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-10-10,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-10-11,"new","Moramanga",8,"MG33317","MG33317053",0,"Moramanga",1
2017-10-13,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-10-13,"new","Moramanga",8,"MG33314","MG33314030",0,"Moramanga",1
2017-10-14,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-10-18,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-10-19,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",3
2017-10-19,"new","Moramanga",8,"MG33314","MG33314350",0,"Moramanga",1
2017-10-20,"new","Moramanga",8,"MG31306","MG31306252",0,"Moramanga",1
2017-10-20,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-10-20,"new","Moramanga",8,"MG33314","MG33314110",0,"Moramanga",1
2017-10-22,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-10-23,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",1
2017-10-23,"new","Moramanga",8,"MG33314","MG33314150",0,"Moramanga",1
2017-10-24,"new","Moramanga",8,"MG33314","MG33314250",0,"Moramanga",1
2017-10-25,"new","Moramanga",8,"MG33314","MG33314010",0,"Moramanga",2
